"ClaimId","Rejected","TypeClass","Year","Doors","Passangers","Costs","RepairType"
648,1,1,2006,5,1,1000,Austausch
649,0,3,2020,5,1,2027,Reperatur
650,1,3,2014,5,1,2027,Reperatur
651,0,3,2020,5,1,7896,Reperatur
652,1,2,2016,5,2,2,Reperatur
653,0,3,2015,5,1,8433,Reperatur
654,1,3,2020,5,1,7829,Austausch
655,0,3,2016,5,1,2755,Austausch
656,0,2,2014,3,1,1000,Reperatur
657,0,3,2020,5,1,7896,Reperatur
658,0,3,2012,4,2,4397,Austausch
659,0,2,2014,5,1,1,Reperatur
660,0,1,2006,5,3,11328,Austausch
661,1,1,2008,3,1,1000,Reperatur
662,0,3,2010,5,1,723,Austausch
663,0,1,2008,5,1,25588,Reperatur
664,0,3,2011,5,1,7496,Reperatur
665,1,3,2015,4,1,793,Reperatur
666,0,2,2012,3,1,1000,Reperatur
667,0,2,2014,5,1,1,Reperatur
668,0,3,2020,5,1,778,Reperatur
669,0,3,2009,5,1,4396,Reperatur
670,1,1,2020,4,1,5,Reperatur
671,1,2,2010,4,2,4,Reperatur
672,0,1,2012,4,1,5,Reperatur
673,0,2,2003,5,1,4396,Reperatur
674,1,2,2012,5,1,1,Reperatur
675,0,2,2020,5,1,0,Reperatur
676,0,3,2016,5,1,778,Reperatur
677,0,3,-8974,5,1,4396,Reperatur
678,1,3,2016,5,1,9842,Reperatur
679,0,3,2009,4,7,1000,Reperatur
680,1,1,2011,5,2,512329,Austausch
681,0,3,2020,5,1,8138,Austausch
682,1,1,2013,5,1,76729,Austausch
683,0,3,2015,5,1,923,Reperatur
684,0,3,2017,0,3,1000,Reperatur
685,0,2,2005,4,2,4,Reperatur
686,0,2,2014,4,3,41579,Austausch
687,0,3,2017,1,2,39688,Reperatur
688,0,3,2015,5,1,10171,Reperatur
689,0,3,2016,5,1,7796,Reperatur
690,1,1,2016,5,2,211338,Reperatur
691,1,1,2012,4,1,6,Reperatur
692,1,3,2019,5,2,13417,Austausch
693,1,3,2020,5,1,56496,Reperatur
694,0,3,2014,5,1,723,Austausch
695,0,1,2005,5,1,1000,Reperatur
696,0,2,2007,5,1,4396,Reperatur
697,0,3,2009,5,1,4396,Reperatur
698,1,3,2020,5,1,7733,Austausch
699,0,1,2008,4,2,110883,Austausch
700,0,3,2010,5,1,2392,Reperatur
701,1,1,2016,4,1,22753,Austausch
702,1,1,2011,5,1,26288,Reperatur
703,0,3,2016,5,2,14454,Austausch
704,0,3,2014,5,1,7742,Austausch
705,0,3,2014,4,1,7854,Reperatur
706,0,2,2010,5,1,3,Reperatur
707,1,2,2009,5,1,4396,Reperatur
708,1,1,2010,5,1,26288,Reperatur
709,1,1,2015,5,1,1000,Reperatur
710,1,3,2020,4,2,15246,Austausch
711,1,1,2014,5,1,49504,Austausch
712,0,1,2020,5,1,1000,Reperatur
713,1,1,2008,4,1,5,Reperatur
714,0,3,2013,5,1,9483,Reperatur
715,0,2,2007,5,1,1,Reperatur
716,0,3,2015,5,1,2392,Reperatur
717,1,1,2011,5,1,22753,Austausch
718,1,2,2013,5,1,4396,Reperatur
719,0,3,2020,5,1,4397,Austausch
720,0,3,2012,5,1,778,Reperatur
721,1,2,2019,5,2,3,Reperatur
722,0,3,2016,4,1,7054,Reperatur
723,0,2,2012,5,1,1,Reperatur
724,0,2,2008,5,1,1,Reperatur
725,1,1,2013,4,1,1000,Reperatur
726,0,3,2015,5,1,8663,Reperatur
727,1,2,2013,2,1,2,Reperatur
728,1,3,2020,5,1,7738,Austausch
729,0,2,2014,4,1,3,Reperatur
730,0,3,2014,4,1,793,Reperatur
731,1,1,2013,5,1,211338,Reperatur
732,0,3,2017,5,1,18788,Austausch
733,0,2,2020,5,1,0,Reperatur
734,0,2,2014,5,1,1,Reperatur
735,0,2,2014,5,1,1,Reperatur
736,0,3,-8975,5,1,4385,Reperatur
737,0,3,2008,4,4,3438,Reperatur
738,1,1,2011,5,1,512329,Austausch
739,0,3,2020,5,1,7896,Reperatur
740,0,3,2020,5,1,7896,Reperatur
741,1,1,2020,5,1,3,Reperatur
742,0,1,2011,4,1,1000,Reperatur
743,1,1,2015,3,3,26238,Austausch
744,0,3,2014,4,1,4385,Reperatur
745,1,3,2012,5,1,793,Reperatur
746,0,1,2003,4,2,7,Reperatur
747,0,3,2016,4,2,1000,Reperatur
748,1,2,2013,5,1,1,Reperatur
749,0,1,2015,4,1,1000,Reperatur
750,0,3,2012,5,1,2758,Austausch
751,1,2,2019,4,2,2,Reperatur
752,1,3,2019,5,2,1248,Reperatur
753,0,3,2012,5,1,4396,Reperatur
754,0,3,2014,5,1,7896,Reperatur
755,1,2,2008,4,3,7,Reperatur
756,1,2,1000,4,2,4397,Reperatur
757,0,3,2013,5,1,7796,Reperatur
758,0,2,2016,5,1,4396,Reperatur
759,0,3,2012,5,1,4396,Reperatur
760,1,1,2012,5,1,1000,Reperatur
761,0,3,2020,5,1,4397,Reperatur
762,0,3,2010,5,1,713,Reperatur
763,1,3,2015,5,1,7229,Austausch
764,1,1,2011,4,3,12,Reperatur
765,0,3,2016,5,1,778,Reperatur
766,1,1,2007,4,1,77958,Reperatur
767,0,1,2020,5,1,1000,Austausch
768,0,3,-8975,5,1,2758,Austausch
769,0,3,2020,4,1,1000,Austausch
770,0,3,2012,5,1,8363,Reperatur
771,0,3,2014,5,1,4396,Reperatur
772,0,3,2008,5,1,7854,Reperatur
773,0,2,2006,5,1,4396,Reperatur
774,0,3,2020,5,1,723,Austausch
775,1,2,2007,4,4,2,Reperatur
776,0,3,2016,5,1,2758,Reperatur
777,0,3,2020,5,1,2758,Austausch
778,1,3,2019,5,1,1248,Reperatur
779,0,3,2020,5,1,7738,Austausch
780,1,1,2009,5,2,211338,Reperatur
781,1,3,2017,5,1,7229,Austausch
782,1,1,2016,4,1,6,Reperatur
783,0,1,2013,5,1,3,Reperatur
784,0,3,2020,4,3,1000,Reperatur
785,0,3,2014,5,1,4396,Reperatur
786,0,3,2014,5,1,4584,Reperatur
787,1,3,2016,5,1,7496,Reperatur
788,0,3,2018,1,2,2913,Austausch
789,1,3,2020,4,3,2058,Reperatur
790,0,1,2009,5,1,1000,Austausch
791,0,3,2020,5,1,2758,Austausch
792,0,2,2016,5,1,3,Reperatur
793,0,3,2020,-3,3,1000,Reperatur
794,0,1,2020,5,1,30696,Austausch
795,0,3,2014,5,1,7896,Reperatur
796,0,2,2010,5,1,1,Reperatur
797,1,1,2008,5,1,25929,Reperatur
798,1,3,2012,5,1,8683,Reperatur
799,0,3,2013,5,1,7229,Austausch
800,0,3,2013,4,2,1000,Reperatur
801,0,2,2012,5,1,1,Reperatur
802,1,2,2012,4,2,1000,Reperatur
803,1,1,2017,4,3,12,Reperatur
804,1,3,1000,5,2,8517,Austausch
805,1,3,2013,5,1,698,Reperatur
806,0,3,2012,5,1,778,Reperatur
807,0,1,2010,5,1,0,Reperatur
808,0,3,2016,5,1,778,Reperatur
809,0,2,2010,5,1,1,Reperatur
810,1,1,2012,4,1,1000,Reperatur
811,0,3,2014,5,1,7888,Reperatur
812,0,3,2010,5,1,1000,Reperatur
813,0,2,2011,5,1,4396,Reperatur
814,0,3,2019,1,3,3128,Reperatur
815,0,3,-8975,5,1,4396,Reperatur
816,0,1,2020,5,1,0,Reperatur
817,0,3,2014,5,1,793,Reperatur
818,0,2,2012,4,2,37004,Austausch
819,0,3,2009,5,1,1659,Reperatur
820,0,3,2018,2,3,4410,Reperatur
821,1,1,2007,4,2,1000,Reperatur
822,1,3,2013,5,1,8663,Reperatur
823,0,1,2011,5,1,0,Reperatur
824,1,3,2013,5,2,1248,Reperatur
825,0,3,2020,1,2,39688,Reperatur
826,0,3,2020,5,1,3485,Austausch
827,0,3,2020,5,1,56496,Reperatur
828,1,2,2020,5,3,37004,Austausch
829,1,3,2020,5,1,2758,Austausch
830,1,1,2005,5,1,8,Austausch
831,1,3,2016,4,1,14454,Austausch
832,1,2,1000,4,2,1000,Reperatur
833,0,3,2020,5,1,7229,Austausch
834,0,3,2014,5,1,7854,Reperatur
835,0,3,2016,5,1,4390,Reperatur
836,1,1,2010,4,2,83158,Austausch
837,0,3,2015,5,1,8663,Reperatur
838,0,3,2020,5,1,4396,Reperatur
839,1,3,2012,5,1,56496,Reperatur
840,1,1,2020,5,1,4404,Austausch
841,0,3,2015,5,1,793,Reperatur
842,0,2,2016,5,1,4396,Reperatur
843,1,1,2013,5,1,3,Austausch
844,0,3,1000,5,1,6438,Austausch
845,0,3,2016,5,1,8663,Reperatur
846,0,3,2010,5,1,2027,Reperatur
847,0,3,2020,-3,3,1000,Reperatur
848,0,3,2011,5,1,7896,Austausch
849,0,2,2013,5,2,3,Reperatur
850,1,1,2020,4,1,89104,Austausch
851,0,3,2019,1,3,3128,Reperatur
852,0,3,2002,5,1,778,Reperatur
853,0,3,2018,4,2,15246,Austausch
854,1,1,2016,5,2,1000,Reperatur
855,0,2,2009,4,1,3,Reperatur
856,1,3,2016,5,2,1303,Reperatur
857,1,1,2009,4,2,164867,Reperatur
858,1,1,2007,5,1,1000,Reperatur
859,1,3,2014,5,4,19258,Austausch
860,0,3,2020,5,1,7229,Austausch
861,0,3,2010,3,1,14108,Reperatur
862,0,2,2015,4,1,4396,Reperatur
863,1,1,2008,5,1,25929,Reperatur
864,0,3,2020,-3,3,7,Reperatur
865,0,2,2014,5,1,1,Reperatur
866,1,2,2010,5,1,1,Reperatur
867,1,2,2013,4,1,13858,Austausch
868,0,1,2012,5,1,50496,Reperatur
869,0,3,2020,5,1,4396,Reperatur
870,1,3,2019,4,2,11133,Reperatur
871,0,3,2014,5,1,7896,Reperatur
872,1,1,2008,4,2,52554,Reperatur
873,0,1,2012,5,1,1,Reperatur
874,0,3,2008,5,1,1,Reperatur
875,1,2,2013,4,1,2,Austausch
876,1,3,2016,5,1,723,Austausch
877,0,3,2015,5,1,9846,Reperatur
878,0,3,2015,5,1,7896,Reperatur
879,0,3,2020,5,1,7896,Reperatur
880,1,1,2006,5,2,83158,Austausch
881,1,2,2014,5,2,3,Reperatur
882,0,3,2012,5,1,7896,Reperatur
883,0,3,2015,5,1,10517,Reperatur
884,0,2,2013,5,1,4396,Reperatur
885,0,3,2014,5,1,4396,Reperatur
886,0,3,2010,5,6,2913,Austausch
887,0,2,2013,5,1,1,Reperatur
888,1,1,2015,5,1,3,Reperatur
889,0,3,2020,4,3,2,Reperatur
890,1,1,2014,5,1,3,Austausch
891,0,3,2012,5,1,2758,Austausch
